_key,_id,id,website,code,objectid,city,state,phone,name,geometry,longitude,latitude,descript,last_mod,filepath,address2,add_user,globalid,country,address1
264064,Brewery/264064,1074,,95008,264064,Campbell,California,1-408-866-2699,Roost Brewery,"{""type"":""Point"",""coordinates"":[-147.62199999999996,64.95830000000007]}",-147.62199999999996,64.95830000000007,,2010-07-22T18:00:00.000Z,,,0,{29183596-4CC2-4189-946B-B1F837019781},United States,200 East Campbell Avenue
262005,Brewery/262005,1163,,,262005,Sonora,California,,Snowshoe Brewing - Sonora,"{""type"":""Point"",""coordinates"":[-117.15699999999998,32.71530000000007]}",-117.15699999999998,32.71530000000007,,2010-07-22T18:00:00.000Z,,,0,{391EC19D-C749-4DB1-BC91-1CA9D372E768},United States,
261118,Brewery/261118,677,,94588,261118,Pleasanton,California,1-925-426-1450,HopTown Brewing,"{""type"":""Point"",""coordinates"":[-117.39599999999996,33.95330000000007]}",-117.39599999999996,33.95330000000007,,2010-07-22T18:00:00.000Z,,,0,{181C2B09-0B64-4B8A-82F4-35FFFCF404F4},United States,3015-D Hopyard Road
264721,Brewery/264721,1004,,94566,264721,Pleasanton,California,1-925-462-8218,Pleasanton Main Street Brewery,"{""type"":""Point"",""coordinates"":[-124.05199999999996,44.62020000000007]}",-124.05199999999996,44.62020000000007,,2010-07-22T18:00:00.000Z,,,0,{33C6B861-10F3-4FA4-9D28-B14135F1A5FC},United States,830 Main Street
261013,Brewery/261013,1268,,54303,261013,Green Bay,Wisconsin,1-920-437-2337,Titletown Brewing,"{""type"":""Point"",""coordinates"":[-0.9045999999999594,51.53750000000008]}",-0.9045999999999594,51.53750000000008,,2010-07-22T18:00:00.000Z,,,0,{233B5655-6372-4210-A1FD-871416FE5878},United States,200 Dousman Street
264037,Brewery/264037,496,http://www.elysianbrewing.com/,98122,264037,Seattle,Washington,1-206-860-1920,Elysian Brewery & Public House,"{""type"":""Point"",""coordinates"":[-87.67889999999994,41.543300000000045]}",-87.67889999999994,41.543300000000045,,2010-07-22T18:00:00.000Z,,,0,{441489AB-CAD1-4A11-BB37-A8093E67D81C},United States,1221 East Pike Street
263276,Brewery/263276,1286,http://www.troegs.com/,17104,263276,Harrisburg,Pennsylvania,1-717-232-1297,Troegs Brewing,"{""type"":""Point"",""coordinates"":[-111.09999999999997,44.65840000000003]}",-111.09999999999997,44.65840000000003,"Tr̦egs Brewing Company was established in 1997. Today, the brewery produces nine different beers including Hopback Amber Ale, Troegenator Doublebock, Rugged Trail Ale, Tr̦egs Pale Ale, Nugget Nectar (seasonal) Dead Reckoning Porter (seasonal), Sunshine Pils (seasonal), The Mad Elf (seasonal), and distributes its product in Pennsylvania, New Jersey, Maryland, Delaware and Virginia.",2010-07-22T18:00:00.000Z,,,0,{10CEF6A6-327C-4716-A1FA-291FA2745847},United States,800 Paxton Street
262278,Brewery/262278,1327,,54733,262278,Dallas,Wisconsin,1-715-837-1824,Viking Brewing,,,,,2010-07-22T18:00:00.000Z,,,0,{0FF94F29-D407-49E1-BE0A-CD39F300FF0B},United States,234 Dallas Street West
260881,Brewery/260881,1282,http://trinitybrew.com/,80907,260881,Colorado Springs,Colorado,719-634-0029,Trinity Brewing Company,"{""type"":""Point"",""coordinates"":[-3.7953999999999724,56.11630000000008]}",-3.7953999999999724,56.11630000000008,,2010-07-22T18:00:00.000Z,,,0,{6490E304-392B-451F-B545-DDAF40D95C3B},United States,1446 Garden of the Gods
263534,Brewery/263534,1130,,,263534,Delta,British Columbia,,Shaftebury Brewing,"{""type"":""Point"",""coordinates"":[-76.61219999999997,39.290400000000034]}",-76.61219999999997,39.290400000000034,,2010-07-22T18:00:00.000Z,,,0,{8FC83770-30C0-4D9D-ABD3-8CBCD0C54244},Canada,
261208,Brewery/261208,1183,,65806,261208,Springfield,Missouri,1-417-832-8277,Springfield Brewing,"{""type"":""Point"",""coordinates"":[-122.33399999999995,47.592400000000055]}",-122.33399999999995,47.592400000000055,,2010-07-22T18:00:00.000Z,,,0,{7A9B6A74-E3D9-4C15-8885-2D4CD9A422EA},United States,305 South Market Street
261613,Brewery/261613,1333,,14860,261613,Lodi,New York,1-607-582-6450,Wagner Valley Brewing,,,,,2010-07-22T18:00:00.000Z,,,0,{F0C70D7B-670F-4A3A-BF78-CA0C85C1BA20},United States,9322 State Route 414
264466,Brewery/264466,1168,http://www.southcountybrewing.com/,17321,264466,Fawn Grove,Pennsylvania,,South County Brewing Co.,"{""type"":""Point"",""coordinates"":[-72.75599999999997,44.33720000000005]}",-72.75599999999997,44.33720000000005,,2010-07-22T18:00:00.000Z,,,0,{8C0F50EA-2E35-4077-9E10-D78997E1DACF},United States,104 Mill St.
260896,Brewery/260896,181,,,260896,Jalhay-Vervifontaine,Lige,32-087-64-83-03,Brasserie de Vervifontaine,"{""type"":""Point"",""coordinates"":[4.891400000000033,50.20240000000007]}",4.891400000000033,50.20240000000007,,2010-07-22T18:00:00.000Z,,,0,{C5479051-5573-4C79-8149-534BBC20CE69},Belgium,Vervierfontaine 100
261565,Brewery/261565,305,,,261565,Vichte,West-Vlaanderen,32-056-77-70-32,Brouwerij Verhaeghe,"{""type"":""Point"",""coordinates"":[-122.53099999999995,37.97350000000006]}",-122.53099999999995,37.97350000000006,,2010-07-22T18:00:00.000Z,,,0,{CF75935B-20C9-45FF-8C42-86D59F9A3601},Belgium,Beukenhofstraat 96
262704,Brewery/262704,508,http://www.essersbest.com/,53528,262704,Cross Plains,Wisconsin,1-608-798-3911,Esser's Cross Plains Brewery,"{""type"":""Point"",""coordinates"":[-88.01119999999997,41.80890000000005]}",-88.01119999999997,41.80890000000005,,2010-07-22T18:00:00.000Z,,,0,{D8547D6A-C4A4-49A2-B0CE-050A5E4D0FA1},United States,2109 Hickory Street
260764,Brewery/260764,195,,,260764,Falmignoul,Namur,32-082-74-40-80,Brasserie La Caracole,"{""type"":""Point"",""coordinates"":[11.565900000000056,49.947700000000054]}",11.565900000000056,49.947700000000054,,2010-07-22T18:00:00.000Z,,,0,{FC2CA0CE-717C-4312-8838-718777C7F67E},Belgium,Cte Marie-Thrse 86
260932,Brewery/260932,955,http://www.orlio.net/,5403,260932,South Burlington,Vermont,(802) 864-9820,Orlio Organic,"{""type"":""Point"",""coordinates"":[11.873500000000035,48.917500000000075]}",11.873500000000035,48.917500000000075,,2010-07-22T18:00:00.000Z,,,0,{36F816C9-6624-4450-B0E6-B1DEC6B6C869},United States,5 Bartlett Bay Road
264463,Brewery/264463,1104,,80205,264463,Denver,Colorado,1-303-298-1587,SandLot Brewery at Coors Field,"{""type"":""Point"",""coordinates"":[-114.17599999999999,47.69590000000005]}",-114.17599999999999,47.69590000000005,,2010-07-22T18:00:00.000Z,,,0,{B7349292-DE5E-47B2-9AA8-AD62ECC749A9},United States,2145 Blake Street
262983,Brewery/262983,802,,7853,262983,Long Valley,New Jersey,1-908-876-1122,Long Valley Pub & Brewery,"{""type"":""Point"",""coordinates"":[-149.84399999999997,61.14730000000003]}",-149.84399999999997,61.14730000000003,,2010-07-22T18:00:00.000Z,,,0,{E08DEEFC-F136-4F4E-B6D4-37E6FDD11624},United States,1 Fairmount Road
264697,Brewery/264697,490,http://www.elkcreekcafe.net/,16854,264697,Millheim,Pennsylvania,(814) 349-8850,Elk Creek Cafe and Aleworks,"{""type"":""Point"",""coordinates"":[-111.64799999999997,35.19730000000004]}",-111.64799999999997,35.19730000000004,"Head Brewer Tim Yarrington makes beers that people want to drink.  With over 12 years brewing experience under his belt, founding the brewery operations at Long Valley Pub & Brewery in New Jersey and resurrecting Time Square Brewery in Manhatten, Brewer Tim brings a good sense of what beers people enjoy drinking to Elk Creek Aleworks.  Winning Gold and Bronze medals for his Porter and Bitter at the prestigous Great American Beer Festival attests to the fact that his peers also think he makes great beer. Drawing inspiration primarily from traditional English ale brewing, Tim makes balanced beers, giving both malt and hops prominence in every pint.  In addition to our rotating selection of seasonal brews, we offer six outstanding House Standards year 'round.  Without doubt, there's a pint for you!",2010-07-22T18:00:00.000Z,,,0,{385C1AFC-F6EC-431F-8BEF-4551AC2A6E10},United States,100 West Main Street PO Box 432
263687,Brewery/263687,143,,,263687,Albuquerque,New Mexico,,Blue Corn Caf and Brewery - Albuquerque,"{""type"":""Point"",""coordinates"":[-119.01899999999995,35.37330000000003]}",-119.01899999999995,35.37330000000003,,2010-07-22T18:00:00.000Z,,,0,{3DD7D055-01B1-44BA-97B3-A9BBC269BD72},United States,
264577,Brewery/264577,762,,0,264577,London,Ontario,1-519-663-5050,Labatt Ontario Breweries,"{""type"":""Point"",""coordinates"":[-115.14499999999998,36.175500000000056]}",-115.14499999999998,36.175500000000056,,2010-07-22T18:00:00.000Z,,,0,{44F92146-D77D-45C9-A303-5C6416046FFD},Canada,150 Simcoe Street
264019,Brewery/264019,108,,,264019,Ennis,,353-065-6836742,Biddy Early Brewery,"{""type"":""Point"",""coordinates"":[-115.23599999999999,36.24260000000004]}",-115.23599999999999,36.24260000000004,,2010-07-22T18:00:00.000Z,,,0,{4DA12A13-8CC2-4016-8BCA-B813135617C3},Ireland,Inagh
263588,Brewery/263588,867,,53202,263588,Milwaukee,Wisconsin,1-414-226-2337,Milwaukee Ale House,"{""type"":""Point"",""coordinates"":[-111.79599999999999,34.866100000000074]}",-111.79599999999999,34.866100000000074,,2010-07-22T18:00:00.000Z,,,0,{5602937D-A85F-488C-B02E-A4A431332FFD},United States,233 North Water Street
262716,Brewery/262716,766,,53503,262716,Arena,Wisconsin,1-608-753-2675,Lake Louie Brewing,"{""type"":""Point"",""coordinates"":[-118.98299999999995,37.64840000000004]}",-118.98299999999995,37.64840000000004,,2010-07-22T18:00:00.000Z,,,0,{962ED78D-0A99-4C93-9B63-B85865A37B6F},United States,7556 Pine Road
264415,Brewery/264415,74,,,264415,Ulm,Baden-Wrttemberg,49-(0)731-/-6021110,Barfer - das kleine Brauhaus,"{""type"":""Point"",""coordinates"":[-115.07499999999999,36.072100000000034]}",-115.07499999999999,36.072100000000034,,2010-07-22T18:00:00.000Z,,,0,{BBDED9A4-CFEB-4B87-9B08-C6BB6990233D},Germany,Lautenberg 1
262785,Brewery/262785,823,http://www.manayunkbrewery.com/,19127,262785,Philadelphia,Pennsylvania,1-215-482-8220,Manayunk Brewery and Restaurant,"{""type"":""Point"",""coordinates"":[-115.17099999999999,36.12860000000006]}",-115.17099999999999,36.12860000000006,,2010-07-22T18:00:00.000Z,,,0,{CF699AE8-2E1E-4284-B8E2-2FAAB30AEE9F},United States,4120 Main Street
261292,Brewery/261292,139,,,261292,Portland,Oregon,,Blitz-Weinhard Brewing,"{""type"":""Point"",""coordinates"":[-114.57299999999998,35.15840000000003]}",-114.57299999999998,35.15840000000003,,2010-07-22T18:00:00.000Z,,,0,{D1CE7100-9479-4DD1-AFDE-F8C7C5923BEF},United States,Portland OR 97209
263246,Brewery/263246,645,,,263246,Ocean,New Jersey,,Heavyweight Brewing,"{""type"":""Point"",""coordinates"":[-117.87399999999997,35.667500000000075]}",-117.87399999999997,35.667500000000075,Closed in 1996.,2010-07-22T18:00:00.000Z,,,0,{EF55ADCF-5567-4285-8064-93CC06C62604},United States,
